onset	duration	trial_type	stim_file
8.91357421875	0.0	111	n/a
10.2939453125	0.20001400000001013	42	SHINEd_010_y_f_h_a.jpg
10.41064453125	0.0	20	n/a
11.751953125	0.19999129999996512	43	SHINEd_016_y_m_h_a.jpg
11.86865234375	0.0	20	n/a
13.16064453125	0.1999817000000803	44	SHINEd_016_y_m_h_a.jpg
13.27734375	0.0	20	n/a
14.56884765625	0.1999984999993103	45	SHINEd_016_y_m_h_a.jpg
14.685546875	0.0	20	n/a
16.0107421875	0.20000479999998788	46	SHINEd_016_y_m_h_a.jpg
16.126953125	0.0	20	n/a
17.4189453125	0.20000279999976556	21	SHINEd_008_y_m_a_a.jpg
17.52734375	0.0	20	n/a
18.81884765625	0.2000144999992699	22	SHINEd_008_y_m_a_a.jpg
18.935546875	0.0	20	n/a
20.2607421875	0.20001809999985198	23	SHINEd_008_y_m_a_a.jpg
20.37744140625	0.0	20	n/a
21.71875	0.1999971999994159	24	SHINEd_008_y_m_a_a.jpg
21.83544921875	0.0	20	n/a
23.17724609375	0.2000049999996918	25	SHINEd_008_y_m_a_a.jpg
23.2939453125	0.0	20	n/a
24.6357421875	0.19999580000057904	26	SHINEd_031_y_m_a_b.jpg
24.75244140625	0.0	20	n/a
26.08544921875	0.1999959999998282	27	SHINEd_037_y_m_a_b.jpg
26.19384765625	0.0	20	n/a
27.5439453125	0.20003489999999147	28	SHINEd_037_y_m_a_b.jpg
27.66064453125	0.0	20	n/a
29.00244140625	0.20000279999976556	21	SHINEd_008_y_m_a_a.jpg
29.11083984375	0.0	20	n/a
30.42724609375	0.2000144999992699	22	SHINEd_008_y_m_a_a.jpg
30.5439453125	0.0	20	n/a
31.8525390625	0.20001809999985198	23	SHINEd_008_y_m_a_a.jpg
31.96923828125	0.0	20	n/a
33.2939453125	0.1999971999994159	24	SHINEd_008_y_m_a_a.jpg
33.41064453125	0.0	20	n/a
34.7607421875	0.2000049999996918	25	SHINEd_008_y_m_a_a.jpg
34.87744140625	0.0	20	n/a
36.16064453125	0.19999580000057904	26	SHINEd_031_y_m_a_b.jpg
36.27734375	0.0	20	n/a
37.5859375	0.20000699999968674	41	SHINEd_016_y_m_h_a.jpg
37.70263671875	0.0	20	n/a
39.0693359375	0.20001400000001013	42	SHINEd_010_y_f_h_a.jpg
39.18603515625	0.0	20	n/a
40.46923828125	0.19999129999996512	43	SHINEd_016_y_m_h_a.jpg
40.5859375	0.0	20	n/a
41.93603515625	0.1999817000000803	44	SHINEd_016_y_m_h_a.jpg
42.052734375	0.0	20	n/a
43.40283203125	0.20000879999997778	35	SHINEd_022_y_f_h_a.jpg
43.51953125	0.0	20	n/a
43.919921875	0.0	111	n/a
44.81103515625	0.20000479999998788	46	SHINEd_016_y_m_h_a.jpg
44.927734375	0.0	20	n/a
46.21923828125	0.20000699999968674	41	SHINEd_016_y_m_h_a.jpg
46.32763671875	0.0	20	n/a
47.6943359375	0.20001400000001013	42	SHINEd_010_y_f_h_a.jpg
47.81103515625	0.0	20	n/a
49.14453125	0.19999129999996512	43	SHINEd_016_y_m_h_a.jpg
49.26123046875	0.0	20	n/a
50.54443359375	0.1999817000000803	44	SHINEd_016_y_m_h_a.jpg
50.6611328125	0.0	20	n/a
52.01123046875	0.1999984999993103	45	SHINEd_016_y_m_h_a.jpg
52.1279296875	0.0	20	n/a
53.4443359375	0.20000479999998788	46	SHINEd_016_y_m_h_a.jpg
53.56103515625	0.0	20	n/a
54.86962890625	0.2000025999996069	47	SHINEd_020_y_f_h_a.jpg
54.986328125	0.0	20	n/a
56.361328125	0.20001299999989897	48	SHINEd_008_y_m_h_b.jpg
56.47802734375	0.0	20	n/a
57.85302734375	0.20000279999976556	21	SHINEd_008_y_m_a_a.jpg
57.9697265625	0.0	20	n/a
59.31982421875	0.2000144999992699	22	SHINEd_008_y_m_a_a.jpg
59.4365234375	0.0	20	n/a
60.76123046875	0.20001809999985198	23	SHINEd_008_y_m_a_a.jpg
60.8779296875	0.0	20	n/a
62.2529296875	0.1999971999994159	24	SHINEd_008_y_m_a_a.jpg
62.36962890625	0.0	20	n/a
63.67822265625	0.2000049999996918	25	SHINEd_008_y_m_a_a.jpg
63.794921875	0.0	20	n/a
65.16162109375	0.20000279999976556	21	SHINEd_008_y_m_a_a.jpg
65.27783203125	0.0	20	n/a
66.63623046875	0.2000144999992699	22	SHINEd_008_y_m_a_a.jpg
66.7529296875	0.0	20	n/a
68.078125	0.20001809999985198	23	SHINEd_008_y_m_a_a.jpg
68.19482421875	0.0	20	n/a
