onset	duration	trial_type	stim_file
273.87646484375	0.0	20	n/a
275.26806640625	0.0	30	n/a
275.68505859375	0.0	111	n/a
276.65966796875	0.0	20	n/a
278.05126953125	0.0	30	n/a
279.44287109375	0.0	20	n/a
280.8349609375	0.0	20	n/a
282.2265625	0.0	20	n/a
283.6181640625	0.0	30	n/a
283.92724609375	0.0	111	n/a
285.009765625	0.0	20	n/a
286.4013671875	0.0	20	n/a
287.79345703125	0.0	30	n/a
288.06884765625	0.0	111	n/a
289.18505859375	0.0	20	n/a
290.57666015625	0.0	30	n/a
291.96826171875	0.0	20	n/a
293.35986328125	0.0	20	n/a
294.6767578125	0.0	1	n/a
295.50146484375	0.0	30	n/a
296.8935546875	0.0	20	n/a
298.28515625	0.0	20	n/a
299.6767578125	0.0	20	n/a
301.068359375	0.0	20	n/a
302.4599609375	0.0	30	n/a
303.85205078125	0.0	20	n/a
305.24365234375	0.0	20	n/a
306.63525390625	0.0	30	n/a
306.9189453125	0.0	111	n/a
308.02685546875	0.0	20	n/a
309.41845703125	0.0	20	n/a
310.81005859375	0.0	30	n/a
311.03564453125	0.0	111	n/a
312.2021484375	0.0	20	n/a
313.59375	0.0	20	n/a
314.9853515625	0.0	30	n/a
315.25244140625	0.0	111	n/a
316.28515625	0.0	1	n/a
351.39208984375	0.0	111	n/a
352.75244140625	0.199974000001248	42	SHINEd_010_y_f_h_a.jpg
352.869140625	0.0	20	n/a
354.1611328125	0.20000679999998283	43	SHINEd_016_y_m_h_a.jpg
354.27783203125	0.0	20	n/a
355.63623046875	0.2000170999999682	44	SHINEd_016_y_m_h_a.jpg
355.75244140625	0.0	20	n/a
357.0859375	0.20000839999920572	45	SHINEd_016_y_m_h_a.jpg
357.20263671875	0.0	20	n/a
358.56103515625	0.1999983000002885	46	SHINEd_016_y_m_h_a.jpg
358.677734375	0.0	20	n/a
360.01123046875	0.20000839999920572	21	SHINEd_008_y_m_a_a.jpg
360.1279296875	0.0	20	n/a
361.45263671875	0.2000110999995286	22	SHINEd_008_y_m_a_a.jpg
361.5693359375	0.0	20	n/a
362.9443359375	0.20000900000013644	23	SHINEd_008_y_m_a_a.jpg
363.06103515625	0.0	20	n/a
364.40283203125	0.199972900000148	24	SHINEd_008_y_m_a_a.jpg
364.51953125	0.0	20	n/a
365.89453125	0.20000419999996666	25	SHINEd_008_y_m_a_a.jpg
366.01123046875	0.0	20	n/a
367.361328125	0.20001139999840234	26	SHINEd_031_y_m_a_b.jpg
367.47802734375	0.0	20	n/a
368.8447265625	0.20003399999950489	27	SHINEd_037_y_m_a_b.jpg
368.96142578125	0.0	20	n/a
370.26123046875	0.2000432999993791	28	SHINEd_037_y_m_a_b.jpg
370.3779296875	0.0	20	n/a
371.74462890625	0.20000839999920572	21	SHINEd_008_y_m_a_a.jpg
371.861328125	0.0	20	n/a
373.16943359375	0.2000110999995286	22	SHINEd_008_y_m_a_a.jpg
373.2861328125	0.0	20	n/a
374.6279296875	0.20000900000013644	23	SHINEd_008_y_m_a_a.jpg
374.74462890625	0.0	20	n/a
376.10302734375	0.199972900000148	24	SHINEd_008_y_m_a_a.jpg
376.2197265625	0.0	20	n/a
377.58642578125	0.20000419999996666	25	SHINEd_008_y_m_a_a.jpg
377.703125	0.0	20	n/a
379.01953125	0.20001139999840234	26	SHINEd_031_y_m_a_b.jpg
