onset	duration	trial_type	stim_file
0.6416015625	0.0	65790	n/a
134.30078125	0.0	30	n/a
135.6923828125	0.0	20	n/a
137.083984375	0.0	20	n/a
138.4755859375	0.0	20	n/a
139.86767578125	0.0	30	n/a
140.28515625	0.0	111	n/a
141.25927734375	0.0	20	n/a
142.6591796875	0.0	30	n/a
143.03515625	0.0	111	n/a
144.05078125	0.0	20	n/a
145.4423828125	0.0	20	n/a
146.83447265625	0.0	20	n/a
148.22607421875	0.0	30	n/a
148.568359375	0.0	111	n/a
149.61767578125	0.0	20	n/a
151.00927734375	0.0	30	n/a
151.3935546875	0.0	111	n/a
152.40087890625	0.0	20	n/a
153.79296875	0.0	20	n/a
155.11767578125	0.0	1	n/a
155.9345703125	0.0	20	n/a
157.326171875	0.0	30	n/a
158.21875	0.0	111	n/a
158.7177734375	0.0	20	n/a
160.109375	0.0	20	n/a
161.5009765625	0.0	20	n/a
162.89306640625	0.0	30	n/a
163.52685546875	0.0	111	n/a
164.28466796875	0.0	20	n/a
165.67626953125	0.0	20	n/a
167.06787109375	0.0	30	n/a
167.41845703125	0.0	111	n/a
168.45947265625	0.0	20	n/a
169.8515625	0.0	30	n/a
171.2431640625	0.0	20	n/a
172.634765625	0.0	20	n/a
174.0263671875	0.0	30	n/a
174.30224609375	0.0	111	n/a
175.41796875	0.0	20	n/a
176.71826171875	0.0	1	n/a
251.29833984375	0.0	111	n/a
252.677734375	0.20000200000004043	42	SHINEd_010_y_f_h_a.jpg
252.79443359375	0.0	20	n/a
254.13623046875	0.20000660000005155	43	SHINEd_016_y_m_h_a.jpg
254.2529296875	0.0	20	n/a
255.57763671875	0.20000819999995656	44	SHINEd_016_y_m_h_a.jpg
255.6943359375	0.0	20	n/a
257.06103515625	0.2000474999999824	45	SHINEd_016_y_m_h_a.jpg
257.177734375	0.0	20	n/a
258.5029296875	0.20004169999992882	46	SHINEd_016_y_m_h_a.jpg
258.611328125	0.0	20	n/a
259.96142578125	0.1999625000000833	21	SHINEd_008_y_m_a_a.jpg
260.0693359375	0.0	20	n/a
261.361328125	0.20002169999997932	22	SHINEd_008_y_m_a_a.jpg
261.47802734375	0.0	20	n/a
262.802734375	0.20001950000005309	23	SHINEd_008_y_m_a_a.jpg
262.91943359375	0.0	20	n/a
264.26123046875	0.20000389999995605	24	SHINEd_008_y_m_a_a.jpg
264.3779296875	0.0	20	n/a
265.7197265625	0.20000610000010965	25	SHINEd_008_y_m_a_a.jpg
265.83642578125	0.0	20	n/a
267.1865234375	0.2000123000000258	26	SHINEd_031_y_m_a_b.jpg
267.30322265625	0.0	20	n/a
268.64453125	0.2000018999999611	27	SHINEd_037_y_m_a_b.jpg
268.76123046875	0.0	20	n/a
270.08642578125	0.19999979999988682	28	SHINEd_037_y_m_a_b.jpg
270.203125	0.0	20	n/a
271.578125	0.1999625000000833	21	SHINEd_008_y_m_a_a.jpg
271.6865234375	0.0	20	n/a
273.01123046875	0.20002169999997932	22	SHINEd_008_y_m_a_a.jpg
273.1279296875	0.0	20	n/a
274.4697265625	0.20001950000005309	23	SHINEd_008_y_m_a_a.jpg
274.58642578125	0.0	20	n/a
275.92822265625	0.20000389999995605	24	SHINEd_008_y_m_a_a.jpg
276.044921875	0.0	20	n/a
277.361328125	0.20000610000010965	25	SHINEd_008_y_m_a_a.jpg
277.47802734375	0.0	20	n/a
278.794921875	0.2000123000000258	26	SHINEd_031_y_m_a_b.jpg
278.91162109375	0.0	20	n/a
280.21142578125	0.19999929999994492	41	SHINEd_016_y_m_h_a.jpg
280.328125	0.0	20	n/a
281.703125	0.20000200000004043	42	SHINEd_010_y_f_h_a.jpg
281.81982421875	0.0	20	n/a
283.19482421875	0.20000660000005155	43	SHINEd_016_y_m_h_a.jpg
283.3115234375	0.0	20	n/a
284.6533203125	0.20000819999995656	44	SHINEd_016_y_m_h_a.jpg
284.77001953125	0.0	20	n/a
286.05322265625	0.20000919999984035	35	SHINEd_022_y_f_h_a.jpg
286.169921875	0.0	20	n/a
286.537109375	0.0	111	n/a
287.52001953125	0.20004169999992882	46	SHINEd_016_y_m_h_a.jpg
287.63671875	0.0	20	n/a
288.97021484375	0.19999929999994492	41	SHINEd_016_y_m_h_a.jpg
289.07861328125	0.0	20	n/a
290.36181640625	0.20000200000004043	42	SHINEd_010_y_f_h_a.jpg
290.48681640625	0.0	20	n/a
291.82861328125	0.20000660000005155	43	SHINEd_016_y_m_h_a.jpg
291.9453125	0.0	20	n/a
293.31201171875	0.20000819999995656	44	SHINEd_016_y_m_h_a.jpg
293.4287109375	0.0	20	n/a
294.7451171875	0.2000474999999824	45	SHINEd_016_y_m_h_a.jpg
294.86181640625	0.0	20	n/a
296.20361328125	0.20004169999992882	46	SHINEd_016_y_m_h_a.jpg
296.3203125	0.0	20	n/a
297.61181640625	0.2000073000001521	47	SHINEd_020_y_f_h_a.jpg
297.728515625	0.0	20	n/a
299.04541015625	0.19999259999985952	48	SHINEd_008_y_m_h_b.jpg
299.162109375	0.0	20	n/a
300.45361328125	0.1999625000000833	21	SHINEd_008_y_m_a_a.jpg
300.56201171875	0.0	20	n/a
301.92041015625	0.20002169999997932	22	SHINEd_008_y_m_a_a.jpg
302.037109375	0.0	20	n/a
303.38720703125	0.20001950000005309	23	SHINEd_008_y_m_a_a.jpg
303.50341796875	0.0	20	n/a
304.86181640625	0.20000389999995605	24	SHINEd_008_y_m_a_a.jpg
304.978515625	0.0	20	n/a
306.353515625	0.20000610000010965	25	SHINEd_008_y_m_a_a.jpg
306.47021484375	0.0	20	n/a
307.81201171875	0.1999625000000833	21	SHINEd_008_y_m_a_a.jpg
307.9287109375	0.0	20	n/a
309.24560546875	0.20002169999997932	22	SHINEd_008_y_m_a_a.jpg
309.3623046875	0.0	20	n/a
310.70361328125	0.20001950000005309	23	SHINEd_008_y_m_a_a.jpg
310.8203125	0.0	20	n/a
312.12890625	0.20000389999995605	24	SHINEd_008_y_m_a_a.jpg
312.24560546875	0.0	20	n/a
313.6123046875	0.20000610000010965	25	SHINEd_008_y_m_a_a.jpg
313.72900390625	0.0	20	n/a
315.02880859375	0.2000123000000258	26	SHINEd_031_y_m_a_b.jpg
315.1455078125	0.0	20	n/a
316.470703125	0.2000018999999611	27	SHINEd_037_y_m_a_b.jpg
316.58740234375	0.0	20	n/a
317.9287109375	0.19999979999988682	28	SHINEd_037_y_m_a_b.jpg
318.04541015625	0.0	20	n/a
319.38720703125	0.19999929999994492	41	SHINEd_016_y_m_h_a.jpg
319.49560546875	0.0	20	n/a
320.77880859375	0.20000200000004043	42	SHINEd_010_y_f_h_a.jpg
320.8955078125	0.0	20	n/a
322.1875	0.20000660000005155	43	SHINEd_016_y_m_h_a.jpg
322.30419921875	0.0	20	n/a
323.662109375	0.20000819999995656	44	SHINEd_016_y_m_h_a.jpg
323.77880859375	0.0	20	n/a
325.10400390625	0.2000474999999824	45	SHINEd_016_y_m_h_a.jpg
325.220703125	0.0	20	n/a
326.58740234375	0.19999929999994492	41	SHINEd_016_y_m_h_a.jpg
326.7041015625	0.0	20	n/a
327.9873046875	0.20000200000004043	42	SHINEd_010_y_f_h_a.jpg
328.1123046875	0.0	20	n/a
329.46240234375	0.20000660000005155	43	SHINEd_016_y_m_h_a.jpg
329.5791015625	0.0	20	n/a
330.9541015625	0.20000819999995656	44	SHINEd_016_y_m_h_a.jpg
331.0791015625	0.0	20	n/a
332.41259765625	0.2000474999999824	45	SHINEd_016_y_m_h_a.jpg
332.529296875	0.0	20	n/a
333.89599609375	0.20004169999992882	46	SHINEd_016_y_m_h_a.jpg
334.0126953125	0.0	20	n/a
335.39599609375	0.1999625000000833	21	SHINEd_008_y_m_a_a.jpg
335.50439453125	0.0	20	n/a
336.85400390625	0.20002169999997932	22	SHINEd_008_y_m_a_a.jpg
336.970703125	0.0	20	n/a
338.27099609375	0.20001950000005309	23	SHINEd_008_y_m_a_a.jpg
338.3876953125	0.0	20	n/a
339.71240234375	0.19997379999995246	14	SHINEd_037_y_m_a_b.jpg
339.8291015625	0.0	20	n/a
340.2548828125	0.0	111	n/a
341.154296875	0.20000610000010965	25	SHINEd_008_y_m_a_a.jpg
341.27099609375	0.0	20	n/a
342.6376953125	0.1999625000000833	21	SHINEd_008_y_m_a_a.jpg
342.75439453125	0.0	20	n/a
344.1044921875	0.20002169999997932	22	SHINEd_008_y_m_a_a.jpg
344.22119140625	0.0	20	n/a
345.529296875	0.20001950000005309	23	SHINEd_008_y_m_a_a.jpg
345.64599609375	0.0	20	n/a
346.92919921875	0.20000389999995605	24	SHINEd_008_y_m_a_a.jpg
347.0458984375	0.0	20	n/a
348.4208984375	0.20000610000010965	25	SHINEd_008_y_m_a_a.jpg
348.53759765625	0.0	20	n/a
349.87939453125	0.2000123000000258	26	SHINEd_031_y_m_a_b.jpg
349.99609375	0.0	20	n/a
351.3046875	0.2000018999999611	27	SHINEd_037_y_m_a_b.jpg
351.4208984375	0.0	20	n/a
352.712890625	0.19999929999994492	41	SHINEd_016_y_m_h_a.jpg
352.82958984375	0.0	20	n/a
354.14599609375	0.20000200000004043	42	SHINEd_010_y_f_h_a.jpg
354.2626953125	0.0	20	n/a
